JPM;03.05.2010;-50.2
JPM;04.05.2010;-48.1
JPM;05.05.2010;-37.6
JPM;06.05.2010;-44
JPM;07.05.2010;-31.9
JPM;10.05.2010;-31.1
JPM;11.05.2010;-53.8
JPM;12.05.2010;-47.4
JPM;13.05.2010;-53.3
JPM;14.05.2010;-51.2
JPM;17.05.2010;-66.5
JPM;18.05.2010;-65.8
JPM;19.05.2010;-63
JPM;20.05.2010;-62.2
JPM;21.05.2010;-73.9
JPM;24.05.2010;-77.4
JPM;25.05.2010;-65.6
JPM;26.05.2010;-59.7
JPM;27.05.2010;-68.5
JPM;28.05.2010;-63.3
JPM;31.05.2010;-62.6
JPM;01.06.2010;-60.5
JPM;02.06.2010;-61.1
JPM;03.06.2010;-55.8
JPM;04.06.2010;-47.9
JPM;07.06.2010;-33.3
JPM;08.06.2010;-40.9
JPM;09.06.2010;4
JPM;10.06.2010;-6.6
JPM;11.06.2010;-39.4
JPM;14.06.2010;-52.6
JPM;15.06.2010;-55.5
JPM;16.06.2010;-59.4
JPM;17.06.2010;-51.5
JPM;18.06.2010;-84
JPM;21.06.2010;-61.9
JPM;22.06.2010;-46.5
JPM;23.06.2010;-44.7
JPM;24.06.2010;-40.5
JPM;25.06.2010;-49.6
JPM;28.06.2010;-45.6
JPM;29.06.2010;-50.8
JPM;30.06.2010;-52.9
JPM;01.07.2010;-40.6
JPM;02.07.2010;-43.8
JPM;05.07.2010;-49.2
JPM;06.07.2010;-37.2
JPM;07.07.2010;-36.3
JPM;08.07.2010;-36
JPM;09.07.2010;-94.3
JPM;12.07.2010;-45.2
JPM;13.07.2010;-39.8
JPM;14.07.2010;-37.3
JPM;15.07.2010;-53.8
JPM;16.07.2010;-102.2
JPM;19.07.2010;-54.6
JPM;20.07.2010;-54.7
JPM;21.07.2010;-59.8
JPM;22.07.2010;-62.1
JPM;23.07.2010;-105.7
JPM;26.07.2010;-59.1
JPM;27.07.2010;-61.3
JPM;28.07.2010;-64.9
JPM;29.07.2010;-66.2
JPM;30.07.2010;-59.4
JPM;02.08.2010;-73.3
JPM;03.08.2010;-73.1
JPM;04.08.2010;-67.7
JPM;05.08.2010;-75.4
JPM;06.08.2010;-72.4
JPM;09.08.2010;-72.4
JPM;10.08.2010;-80.3
JPM;11.08.2010;-74.7
JPM;12.08.2010;-66.4
JPM;13.08.2010;-69.6
JPM;16.08.2010;-67.7
JPM;17.08.2010;-75.2
JPM;18.08.2010;-72
JPM;19.08.2010;-67.6
JPM;20.08.2010;-69.8
JPM;23.08.2010;-71.2
JPM;24.08.2010;-71
JPM;25.08.2010;-76.4
JPM;26.08.2010;-72.1
JPM;30.08.2010;-69.9
JPM;31.08.2010;-69.2
JPM;01.09.2010;-73.4
JPM;02.09.2010;-75.2
JPM;03.09.2010;-77
JPM;06.09.2010;-79.4
JPM;07.09.2010;-81.8
JPM;08.09.2010;-78.9
JPM;09.09.2010;-75
JPM;10.09.2010;-71.5
JPM;13.09.2010;-71.6
JPM;14.09.2010;-74.8
JPM;15.09.2010;-80.7
JPM;16.09.2010;-76.8
JPM;17.09.2010;-76.5
JPM;20.09.2010;-77.3
JPM;21.09.2010;-84.5
JPM;22.09.2010;-28
JPM;23.09.2010;-77.8
JPM;24.09.2010;-82.2
JPM;27.09.2010;-86.4
JPM;28.09.2010;-76.5
JPM;29.09.2010;-80.4
JPM;30.09.2010;-75.1
JPM;01.10.2010;-73.5
JPM;04.10.2010;-69.7
JPM;05.10.2010;-69.4
JPM;06.10.2010;-65.4
JPM;07.10.2010;-65.7
JPM;08.10.2010;-65.9
JPM;11.10.2010;-68.5
JPM;12.10.2010;-70.7
JPM;13.10.2010;-66.4
JPM;14.10.2010;-90.6
JPM;15.10.2010;-90.8
JPM;18.10.2010;-85.3
JPM;19.10.2010;-82.9
JPM;20.10.2010;-71.8
JPM;21.10.2010;-88.6
JPM;22.10.2010;-87.2
JPM;25.10.2010;-88.6
JPM;26.10.2010;-89.9
JPM;27.10.2010;-83.8
JPM;28.10.2010;-77.2
JPM;29.10.2010;-73.3
JPM;01.11.2010;-68.2
JPM;02.11.2010;-67.8
JPM;03.11.2010;-74.5
JPM;04.11.2010;-62.7
JPM;05.11.2010;-61.7
JPM;08.11.2010;-54.8
JPM;09.11.2010;-50.9
JPM;10.11.2010;-48.8
JPM;11.11.2010;-49.5
JPM;12.11.2010;-45.4
JPM;15.11.2010;-52.4
JPM;16.11.2010;-58.7
JPM;17.11.2010;-52.8
JPM;23.11.2010;-60.3
JPM;24.11.2010;-65
JPM;25.11.2010;-65.2
JPM;26.11.2010;-59.2
JPM;29.11.2010;-72.9
JPM;30.11.2010;-29.2
JPM;01.12.2010;-66.3
JPM;02.12.2010;-68.2
JPM;03.12.2010;-42.8
JPM;06.12.2010;-45.4
JPM;07.12.2010;-57.5
JPM;08.12.2010;-63.6
JPM;09.12.2010;-66.2
JPM;10.12.2010;-60.5
JPM;13.12.2010;-61.5
JPM;14.12.2010;-35.6
JPM;15.12.2010;-40.7
JPM;16.12.2010;-44.2
JPM;17.12.2010;-48.3
JPM;20.12.2010;-16.2
JPM;21.12.2010;-19.5
JPM;22.12.2010;-36.3
JPM;23.12.2010;-36.2
JPM;24.12.2010;-49.6
JPM;27.12.2010;-43.2
JPM;28.12.2010;-46.2
JPM;29.12.2010;-19.9
JPM;30.12.2010;-34
JPM;31.12.2010;-36.8
JPM;03.01.2011;-4.9
JPM;04.01.2011;-52.6
JPM;05.01.2011;-59.5
JPM;06.01.2011;-53.6
JPM;07.01.2011;-53.6
JPM;10.01.2011;-27.8
JPM;11.01.2011;-64.2
JPM;12.01.2011;-59.3
JPM;13.01.2011;-64.2
JPM;14.01.2011;-61.8
JPM;17.01.2011;-61.6
JPM;18.01.2011;-32.8
JPM;19.01.2011;-65
JPM;20.01.2011;-54.5
JPM;21.01.2011;-50.8
JPM;24.01.2011;-45.7
JPM;25.01.2011;-30.8
JPM;26.01.2011;-53.9
JPM;27.01.2011;-47.7
JPM;28.01.2011;-49.6
JPM;31.01.2011;-44.4
JPM;01.02.2011;-49.6
JPM;02.02.2011;-48.6
JPM;03.02.2011;-41.4
JPM;04.02.2011;-78.2
JPM;07.02.2011;-81.2
JPM;08.02.2011;-49.9
JPM;09.02.2011;-84.2
JPM;10.02.2011;-81.6
JPM;11.02.2011;-88.5
JPM;14.02.2011;-31.7
JPM;15.02.2011;-80.8
JPM;16.02.2011;-47.5
JPM;17.02.2011;-75
JPM;18.02.2011;-41.8
JPM;21.02.2011;-82.2
JPM;22.02.2011;-33.2
JPM;23.02.2011;-38.1
JPM;24.02.2011;-69.5
JPM;25.02.2011;-38.7
JPM;28.02.2011;-76.2
JPM;01.03.2011;-40.3
JPM;02.03.2011;-75.9
JPM;03.03.2011;-45.8
JPM;04.03.2011;-45.5
JPM;07.03.2011;-70.8
JPM;08.03.2011;-49.6
JPM;09.03.2011;-46.3
JPM;10.03.2011;-53.7
JPM;11.03.2011;-54.7
JPM;14.03.2011;-79.1
JPM;15.03.2011;-64.2
JPM;16.03.2011;-60.9
JPM;17.03.2011;-50.9
JPM;18.03.2011;-55.6
JPM;21.03.2011;-46.3
JPM;22.03.2011;-46.6
JPM;23.03.2011;-55.7
JPM;24.03.2011;-56.6
JPM;25.03.2011;-54.1
JPM;28.03.2011;-77.3
JPM;29.03.2011;-51.5
JPM;30.03.2011;-52.5
JPM;31.03.2011;-54.1
JPM;01.04.2011;-50.8
JPM;04.04.2011;-78.1
JPM;05.04.2011;-55.8
JPM;06.04.2011;-46.1
JPM;07.04.2011;-46.7
JPM;08.04.2011;-45.2
JPM;11.04.2011;-42.9
JPM;12.04.2011;-41.3
JPM;13.04.2011;-47.6
JPM;14.04.2011;-42.3
JPM;15.04.2011;19.9
JPM;18.04.2011;22.8
JPM;19.04.2011;85.9
JPM;20.04.2011;82.8
JPM;21.04.2011;-18.8
JPM;22.04.2011;-17.3
JPM;25.04.2011;-41.8
JPM;26.04.2011;-43.8
JPM;27.04.2011;-48.3
JPM;28.04.2011;-44.3
JPM;29.04.2011;-39.6
JPM;02.05.2011;-38
JPM;03.05.2011;-46.1
JPM;04.05.2011;-46.2
JPM;05.05.2011;-18.7
JPM;06.05.2011;-22.8
JPM;09.05.2011;-46.4
JPM;10.05.2011;-19.6
JPM;11.05.2011;-53
JPM;12.05.2011;-50
JPM;13.05.2011;-20.4
JPM;16.05.2011;-53
JPM;17.05.2011;-23.4
JPM;18.05.2011;-53.5
JPM;19.05.2011;-58.1
JPM;20.05.2011;-58.6
JPM;23.05.2011;-57.3
JPM;24.05.2011;-60.7
JPM;25.05.2011;-55.1
JPM;26.05.2011;-51.3
JPM;27.05.2011;-56.4
JPM;30.05.2011;-54.3
JPM;31.05.2011;-50.2
JPM;01.06.2011;-52.6
JPM;02.06.2011;-16.8
JPM;03.06.2011;-56.9
JPM;06.06.2011;-56.3
JPM;07.06.2011;-57.9
JPM;08.06.2011;-55.9
JPM;09.06.2011;-62
JPM;10.06.2011;-55.4
JPM;13.06.2011;-52.1
JPM;14.06.2011;-55.5
JPM;15.06.2011;-48.7
JPM;16.06.2011;-40.5
JPM;17.06.2011;-21.6
JPM;20.06.2011;-50.6
JPM;21.06.2011;-47.2
JPM;22.06.2011;-48.3
JPM;23.06.2011;-52.5
JPM;24.06.2011;-67.7
JPM;27.06.2011;-52.2
JPM;28.06.2011;-53.6
JPM;29.06.2011;-44.7
JPM;30.06.2011;-47.9
JPM;01.07.2011;-34.7
JPM;04.07.2011;-36.8
JPM;05.07.2011;-16.3
JPM;06.07.2011;-11.4
JPM;07.07.2011;-36.5
JPM;08.07.2011;-12
JPM;11.07.2011;-27.9
JPM;12.07.2011;-27.9
JPM;13.07.2011;-9.3
JPM;14.07.2011;-31.6
JPM;15.07.2011;-25.7
JPM;18.07.2011;-16.4
JPM;19.07.2011;-63.6
JPM;20.07.2011;-47.8
JPM;21.07.2011;-53.7
JPM;22.07.2011;-34.8
JPM;25.07.2011;-35.5
JPM;26.07.2011;-31.1
JPM;27.07.2011;-22
JPM;28.07.2011;-44.4
JPM;29.07.2011;-36.8
JPM;01.08.2011;-39.7
JPM;02.08.2011;-51.2
JPM;03.08.2011;-48.8
JPM;04.08.2011;-59.4
JPM;05.08.2011;-59.9
JPM;08.08.2011;-76.8
JPM;09.08.2011;-79.1
JPM;12.08.2011;-125.1
JPM;15.08.2011;-79.9
JPM;16.08.2011;-72.4
JPM;17.08.2011;-65.1
JPM;06.09.2011;-64.4
JPM;13.09.2011;-55.4
JPM;14.09.2011;-59.8
JPM;15.09.2011;-59
JPM;16.09.2011;-65.7
JPM;19.09.2011;-64
JPM;20.09.2011;-53.2
JPM;21.09.2011;-54.1
JPM;22.09.2011;-63.5
JPM;23.09.2011;-66.2
JPM;26.09.2011;-74.4
JPM;27.09.2011;-69
JPM;28.09.2011;-62.9
JPM;29.09.2011;-58.1
JPM;30.09.2011;-55.7
JPM;03.10.2011;-46.1
JPM;04.10.2011;-45.1
JPM;05.10.2011;-63.9
JPM;06.10.2011;-88.3
JPM;07.10.2011;-76.1
JPM;10.10.2011;-76.1
JPM;11.10.2011;-78.3
JPM;12.10.2011;-76.9
JPM;13.10.2011;-71.2
JPM;14.10.2011;-67.3
JPM;17.10.2011;-60.5
JPM;18.10.2011;-53.7
JPM;19.10.2011;-68
JPM;20.10.2011;-65.6
JPM;21.10.2011;-72.5
JPM;24.10.2011;-79.9
JPM;25.10.2011;-76.3
JPM;26.10.2011;7.1
JPM;27.10.2011;6
JPM;28.10.2011;-88.5
JPM;31.10.2011;1.9
JPM;01.11.2011;-85
JPM;02.11.2011;-82.7
JPM;03.11.2011;-76.2
JPM;04.11.2011;-108.7
JPM;07.11.2011;-82.6
JPM;08.11.2011;-84.7
JPM;09.11.2011;-89.4
JPM;10.11.2011;-96.9
JPM;11.11.2011;-85.3
JPM;14.11.2011;-85.8
JPM;15.11.2011;-89.7
JPM;16.11.2011;-87.8
JPM;17.11.2011;-105.2
JPM;18.11.2011;-108.2
JPM;21.11.2011;-100.9
JPM;22.11.2011;-100.5
JPM;23.11.2011;-91.1
JPM;24.11.2011;-90.9
JPM;25.11.2011;-97.7
JPM;28.11.2011;-82.8
JPM;29.11.2011;-94.1
JPM;30.11.2011;-107.2
JPM;01.12.2011;-90.5
JPM;02.12.2011;-88.6
JPM;05.12.2011;-68.1
JPM;06.12.2011;-72.4
JPM;07.12.2011;-72.8
JPM;08.12.2011;-75.6
JPM;09.12.2011;-51.4
JPM;12.12.2011;-12.9
JPM;13.12.2011;-87.8
JPM;14.12.2011;-93.7
JPM;15.12.2011;-99.6
JPM;16.12.2011;-99.1
JPM;19.12.2011;-103.2
JPM;20.12.2011;-94.3
JPM;21.12.2011;-101.3
JPM;22.12.2011;-59
JPM;23.12.2011;-50.3
JPM;26.12.2011;-92.9
JPM;27.12.2011;-93.6
JPM;28.12.2011;-86.4
JPM;29.12.2011;-76.7
