Date,Shares
2020-12-31,132.0
2020-09-30,126.0
2020-06-30,128.0
2020-03-31,137.0
2019-12-31,147.0
2019-09-30,144.0
2019-06-30,150.0
2019-03-31,151.0
2018-12-31,168.0
2018-09-30,164.0
2018-06-30,173.0
2018-03-31,178.0
2017-12-31,184.0
2017-09-30,182.0
2017-06-30,188.0
2017-03-31,195.0
2016-12-31,203.0
2016-09-30,200.0
2016-06-30,204.0
2016-03-31,209.0
2015-12-31,227.0
2015-09-30,224.0
2015-06-30,230.0
2015-03-31,241.0
2014-12-31,255.0
2014-09-30,254.0
2014-06-30,256.0
2014-03-31,264.0
2013-12-31,252.0
2013-09-30,262.0
2013-06-30,250.0
2013-03-31,230.0
2012-12-31,230.0
2012-09-30,230.0
2012-06-30,230.0
2012-03-31,230.0
2011-12-31,
2010-12-31,
