Date,Shares
2020-12-31,358.0
2020-09-30,358.0
2020-06-30,357.0
2020-03-31,348.0
2019-12-31,123.0
2019-09-30,125.0
2019-06-30,121.0
2019-03-31,116.0
2018-12-31,113.0
2018-09-30,347.0
2018-06-30,113.0
2018-03-31,111.0
2017-12-31,100.0
2017-09-30,334.0
2017-06-30,97.0
2017-03-31,92.0
2016-12-31,309.0
2016-09-30,313.0
2016-06-30,86.0
2016-03-31,300.0
2015-12-31,299.0
2015-09-30,302.0
2015-06-30,307.0
2015-03-31,72.0
2014-12-31,68.0
2014-09-30,72.0
2014-06-30,71.0
2014-03-31,59.0
2013-12-31,278.0
2013-09-30,51.0
2013-06-30,45.0
2013-03-31,51.0
2012-12-31,260.0
2012-09-30,47.0
2012-06-30,40.0
2012-03-31,
2011-12-31,
2011-09-30,
2011-06-30,
2011-03-31,
2010-12-31,
2010-09-30,
2010-06-30,
2009-12-31,
2008-12-31,
