Date,EBIT
2020-12-31,"$1,728"
2020-09-30,$998
2020-06-30,"$1,024"
2020-03-31,"$1,158"
2019-12-31,"$1,213"
2019-09-30,"$1,320"
2019-06-30,"$1,340"
2019-03-31,"$1,358"
2018-12-31,"$1,322"
2018-09-30,"$1,347"
2018-06-30,"$1,253"
2018-03-31,"$1,142"
2017-12-31,"$1,075"
2017-09-30,"$1,052"
2017-06-30,"$1,021"
2017-03-31,$949
2016-12-31,$930
2016-09-30,$893
2016-06-30,$811
2016-03-31,$738
2015-12-31,$731
2015-09-30,$670
2015-06-30,$653
2015-03-31,$567
2014-12-31,$637
2014-09-30,$596
2014-06-30,$596
2014-03-31,$597
2013-12-31,$572
2013-09-30,$548
2013-06-30,$486
2013-03-31,$399
2012-12-31,$414
2012-09-30,$427
2012-06-30,$504
2012-03-31,$379
2011-12-31,$322
2011-09-30,$433
2011-06-30,$450
2011-03-31,$456
2010-12-31,$296
2010-09-30,$281
2010-06-30,$403
2010-03-31,$81
2009-12-31,$322
2009-09-30,$383
2009-06-30,$403
2009-03-31,$392
2008-12-31,$567
2008-09-30,$564
2008-06-30,$567
2008-03-31,$546
2007-12-31,$571
2007-09-30,$560
2007-06-30,$463
2007-03-31,$427
2006-12-31,$412
2006-09-30,$413
2006-06-30,$408
2006-03-31,$386
2005-12-31,$125
2005-09-30,$371
2005-06-30,$352
2005-03-31,$320
